SaleItemID,SaleID,ProductID,Quantity,LineTotal
349,49180,PROD2421,1,74.69
350,59815,PROD2868,5,307.1
351,52861,PROD2895,4,309.76
352,32555,PROD2720,1,64.85
353,122440,PROD2388,3,57.84
354,53017,PROD2832,5,469.95
355,41574,PROD2662,5,97.9
356,39422,PROD2811,5,219.3
357,62816,PROD2363,4,43.16
358,53273,PROD2635,3,36.66
359,72337,PROD2207,4,150.52
360,118992,PROD2393,2,48.72
361,103926,PROD2284,1,56.82
362,121799,PROD2861,3,19.35
363,126540,PROD2046,3,61.26
364,113213,PROD2571,1,23.53
365,118848,PROD2700,5,209.9
366,82555,PROD2779,2,173.44
367,118332,PROD2999,2,175.76
368,63257,PROD2855,1,31.01
369,75807,PROD2859,3,153.42
370,38024,PROD2332,5,60.9
371,104063,PROD2868,5,307.1
372,56590,PROD2649,4,28.96
373,105695,PROD2455,3,88.83
374,60929,PROD2688,3,254.97
375,80378,PROD2377,1,37.52
376,95767,PROD2617,5,430.9
377,30920,PROD2093,3,93.21
378,87210,PROD2880,1,95.63
379,53847,PROD2037,3,248.67
380,77166,PROD2323,5,219.4
381,30937,PROD2230,4,295.64
382,51921,PROD2552,4,227.84
383,78273,PROD2880,4,382.52
384,78405,PROD2206,4,36.32
385,76185,PROD2256,4,55.84
386,123949,PROD2947,2,38.1
387,84220,PROD2590,1,39.41
388,50517,PROD2682,2,59.22
389,104822,PROD2910,4,181.4
390,72357,PROD2723,4,206
391,70641,PROD2738,1,86.59
392,78969,PROD2234,5,119.35
393,105448,PROD2826,4,12.08
394,100936,PROD2759,4,397.16
395,72596,PROD2273,3,167.94
396,54763,PROD2507,1,28.48
397,44668,PROD2761,4,89.12
398,56796,PROD2244,1,68.82
399,115960,PROD2121,1,62.58
400,116456,PROD2566,5,262.55
401,87277,PROD2080,4,30.28
402,104665,PROD2845,1,56.84
403,78236,PROD2117,3,119.76
404,94434,PROD2887,5,261.85
405,43172,PROD2484,5,286.85
406,82171,PROD2867,1,13.55
407,70246,PROD2237,4,387.04
408,43719,PROD2075,1,38.95
409,90448,PROD2848,5,306.35
410,49050,PROD2313,5,220.5
411,46737,PROD2021,2,188.52
412,45342,PROD2130,2,131.76
413,31454,PROD2076,1,58.57
414,53919,PROD2035,3,211.35
415,107570,PROD2457,5,451.95
416,85111,PROD2345,2,175.72
417,108375,PROD2816,5,467.35
418,49518,PROD2624,3,219.09
419,84312,PROD2691,4,203.84
420,115417,PROD2827,4,130.04
421,61991,PROD2009,5,16
422,88277,PROD2297,4,173.24
423,48849,PROD2443,5,275.75
424,76967,PROD2098,1,33.62
425,31714,PROD2375,3,89.55
426,53968,PROD2081,1,39.57
427,40086,PROD2320,5,356.45
428,77519,PROD2067,4,58.84
429,129034,PROD2814,3,15.03
430,43201,PROD2673,4,8.52
431,69400,PROD2896,3,132.57
432,112151,PROD2240,4,372.8
433,121024,PROD2617,5,430.9
434,95308,PROD2869,1,9.56
435,65326,PROD2698,2,118.46
436,67401,PROD2666,4,326.4
437,58904,PROD2158,1,50.84
438,64768,PROD2133,1,99.73
439,34372,PROD2253,1,12.86
440,128417,PROD2525,4,309.2
441,108639,PROD2868,1,61.42
442,92063,PROD2981,4,56.4
443,76625,PROD2756,2,146.54
444,50730,PROD2881,4,130.04
445,68488,PROD2974,3,145.62
446,79681,PROD2097,3,290.76
447,44729,PROD2613,3,145.5
448,47187,PROD2181,4,27.84
449,127258,PROD2503,4,386.12
450,101896,PROD2384,3,180.45
451,37277,PROD2662,4,78.32
452,70065,PROD2412,5,256.35
453,89241,PROD2890,5,225.65
454,117416,PROD2384,3,180.45
455,115331,PROD2582,1,98.04
456,119049,PROD2547,1,26.9
457,109584,PROD2354,5,357.05
458,41098,PROD2092,2,148
459,120384,PROD2424,3,35.82
460,86684,PROD2462,4,353.36
461,51709,PROD2659,1,75.69
462,80519,PROD2907,1,60.73
463,76424,PROD2936,1,4.42
464,121049,PROD2385,4,28.68
465,114563,PROD2625,3,98.22
466,50759,PROD2844,5,54.1
467,66061,PROD2436,5,16.55
468,67728,PROD2877,3,294.51
469,30524,PROD2543,4,356.96
470,97837,PROD2120,4,388.44
471,81466,PROD2934,3,103.23
472,78596,PROD2859,5,255.7
473,38971,PROD2025,3,145.95
474,69169,PROD2548,2,80.46
475,103443,PROD2281,3,75.33
476,85472,PROD2633,1,61.16
477,37096,PROD2763,3,193.41
478,61671,PROD2230,3,221.73
479,89472,PROD2880,5,478.15
480,78046,PROD2811,3,131.58
481,79352,PROD2892,4,100.96
482,31840,PROD2273,4,223.92
483,32714,PROD2417,2,88.2
484,79350,PROD2058,1,81
485,44869,PROD2114,4,248
486,111828,PROD2855,2,62.02
487,74290,PROD2683,4,191.08
488,94062,PROD2238,4,216.12
489,101111,PROD2494,4,39.36
490,103154,PROD2137,4,132.92
491,83275,PROD2727,4,336.88
492,94859,PROD2702,3,81.39
493,90066,PROD2335,1,40.54
494,79577,PROD2795,3,58.41
495,114627,PROD2236,2,22.12
496,69400,PROD2420,1,72.92
497,47247,PROD2716,2,88.34
498,64505,PROD2516,5,144
499,86676,PROD2104,1,56.5
500,70989,PROD2227,4,287.48
501,84107,PROD2940,1,70.91
502,87438,PROD2273,3,167.94
503,36216,PROD2688,3,254.97
504,123669,PROD2638,5,171.25
505,51751,PROD2741,2,65.72
506,57853,PROD2999,5,439.4
507,33993,PROD2947,4,76.2
508,112210,PROD2073,5,493.25
509,68856,PROD2054,1,70.23
510,35896,PROD2583,2,115.08
511,46599,PROD2098,3,100.86
512,88948,PROD2498,5,188.4
513,93507,PROD2633,2,122.32
514,115396,PROD2437,3,159.15
515,121964,PROD2851,3,240.09
516,80535,PROD2119,5,443.6
517,46004,PROD2745,2,184.7
518,98504,PROD2971,4,33.88
519,62998,PROD2787,1,48.97
520,63076,PROD2025,3,145.95
521,45164,PROD2724,2,33.46
522,63508,PROD2872,2,175.38
523,70057,PROD2731,3,157.98
524,127409,PROD2765,1,31.49
525,109689,PROD2025,5,243.25
526,83236,PROD2457,4,361.56
527,107851,PROD2165,2,53.32
528,63584,PROD2858,2,199.36
529,56689,PROD2817,2,64.16
530,101038,PROD2682,4,118.44
531,36294,PROD2130,3,197.64
532,64585,PROD2122,5,404.75
533,39671,PROD2395,2,35.44
534,43320,PROD2657,3,123.03
535,56061,PROD2675,1,54.61
536,85905,PROD2891,2,27.72
537,75838,PROD2060,5,30.45
538,47415,PROD2528,2,29.42
539,112020,PROD2172,1,25.81
540,42169,PROD2657,4,164.04
541,37623,PROD2624,3,219.09
542,78110,PROD2498,4,150.72
543,80663,PROD2734,1,56.92
544,33042,PROD2471,1,11.23
545,44488,PROD2661,4,352.8
546,122898,PROD2603,5,303.1
547,76370,PROD2353,3,100.86
548,111965,PROD2798,1,16.29
549,33296,PROD2666,4,326.4
550,92513,PROD2152,3,238.17
551,82742,PROD2340,5,71
552,78789,PROD2329,4,129.24
553,76030,PROD2518,3,231.9
554,59577,PROD2277,1,68.99
555,68280,PROD2235,1,9.78
556,124622,PROD2872,2,175.38
557,106535,PROD2386,5,161.8
558,69483,PROD2344,1,49.26
559,89475,PROD2394,4,111.16
560,120107,PROD2662,1,19.58
561,116700,PROD2094,1,48.66
562,128728,PROD2273,4,223.92
563,56871,PROD2372,2,113.9
564,101253,PROD2361,3,191.19
565,78522,PROD2459,1,81.8
566,117314,PROD2319,5,39.2
567,33615,PROD2123,1,25.39
568,57880,PROD2964,1,30.85
569,111053,PROD2618,2,47.28
570,33758,PROD2787,1,48.97
571,39624,PROD2645,5,254.9
572,77920,PROD2606,5,5.1
573,117703,PROD2722,4,354.92
574,36005,PROD2094,1,48.66
575,55280,PROD2597,1,87.53
576,105529,PROD2795,2,38.94
577,79331,PROD2510,2,151.94
578,98935,PROD2132,4,30.68
579,109593,PROD2747,1,64.85
580,45592,PROD2015,2,153.66
581,79287,PROD2268,3,10.14
582,67191,PROD2655,1,16.67
583,111298,PROD2074,2,59.54
584,35568,PROD2590,3,118.23
585,42540,PROD2695,4,174.44
586,102470,PROD2292,4,15.16
587,119518,PROD2071,3,74.91
588,104412,PROD2692,4,29.28
589,34827,PROD2254,4,127.88
590,121843,PROD2119,1,88.72
591,127501,PROD2097,3,290.76
592,50079,PROD2341,4,49.2
593,118483,PROD2983,4,22.96
594,103562,PROD2118,3,141.51
595,64060,PROD2867,5,67.75
596,77914,PROD2410,5,85.8
597,58542,PROD2156,2,89.66
598,116491,PROD2896,2,88.38
599,40656,PROD2575,5,244.35
600,57752,PROD2125,2,110.56
601,93478,PROD2028,2,47.24
602,114102,PROD2132,5,38.35
603,120296,PROD2038,4,185.32
604,61122,PROD2831,5,172.8
605,47186,PROD2632,3,14.46
606,49805,PROD2443,1,55.15
607,107670,PROD2450,4,330.84
608,69097,PROD2214,5,445.4
609,99508,PROD2929,1,47.66
610,127563,PROD2800,2,69.7
611,108715,PROD2073,3,295.95
612,67896,PROD2102,5,445.8
613,72687,PROD2477,4,49.2
614,85885,PROD2613,5,242.5
615,30361,PROD2786,4,247.04
616,99225,PROD2861,4,25.8
617,84989,PROD2238,4,216.12
618,31201,PROD2531,1,42.92
619,40368,PROD2747,1,64.85
620,80015,PROD2738,2,173.18
621,54322,PROD2170,2,4.6
622,38698,PROD2870,2,83.48
623,32239,PROD2949,3,224.55
624,106798,PROD2288,2,71.1
625,53824,PROD2312,5,88.3
626,68994,PROD2176,3,105.3
627,35220,PROD2952,3,220.2
628,60551,PROD2765,2,62.98
629,41364,PROD2431,1,42.82
630,67730,PROD2283,5,126.45
631,107743,PROD2949,3,224.55
632,46317,PROD2104,5,282.5
633,64404,PROD2010,1,18.03
634,56969,PROD2325,2,108.1
635,56776,PROD2933,2,195.62
636,97571,PROD2277,2,137.98
637,46129,PROD2050,4,321
638,35761,PROD2931,1,7.09
639,125251,PROD2659,2,151.38
640,53525,PROD2438,5,240.3
641,59570,PROD2021,5,471.3
642,83013,PROD2153,1,54.22
643,85521,PROD2843,5,67.15
644,114892,PROD2919,5,252.65
645,64870,PROD2629,2,164.52
646,52626,PROD2368,1,16.15
647,49780,PROD2004,1,49.54
648,84648,PROD2663,1,38.83
649,47397,PROD2048,2,194.98
650,39732,PROD2686,1,58.16
651,43783,PROD2782,3,188.43
652,94411,PROD2597,1,87.53
653,112374,PROD2043,2,174.3
654,38822,PROD2773,4,317.4
655,50702,PROD2369,2,166.8
656,101145,PROD2372,1,56.95
657,116961,PROD2265,5,292.05
658,40981,PROD2118,5,235.85
659,57164,PROD2955,3,125.67
660,127737,PROD2570,1,46.62
661,106896,PROD2702,2,54.26
662,30317,PROD2545,5,256.05
663,34002,PROD2185,3,132.36
664,31836,PROD2671,5,273.3
665,35085,PROD2451,4,35.12
666,66466,PROD2805,1,61.62
667,50819,PROD2322,4,59.6
668,102959,PROD2591,3,133.44
669,75858,PROD2443,1,55.15
670,73053,PROD2543,4,356.96
671,91078,PROD2379,3,73.17
672,128356,PROD2656,3,168.3
673,110078,PROD2211,3,187.2
674,55942,PROD2794,4,218.24
675,111009,PROD2849,3,263.34
676,62402,PROD2357,1,68.96
677,124806,PROD2586,2,102.28
678,73116,PROD2685,5,283.7
679,72448,PROD2523,2,166.1
680,113513,PROD2578,5,286.6
681,72294,PROD2805,4,246.48
682,128801,PROD2974,2,97.08
683,87897,PROD2133,5,498.65
684,77647,PROD2508,3,219.72
685,34674,PROD2427,3,248.31
686,97301,PROD2692,4,29.28
687,84106,PROD2851,1,80.03
688,104976,PROD2795,2,38.94
689,93625,PROD2233,5,247.75
690,59916,PROD2817,3,96.24
691,83489,PROD2094,1,48.66
692,96722,PROD2616,4,264.84
693,86148,PROD2836,5,111.55
694,90627,PROD2190,4,152.24
695,105884,PROD2030,4,33.32
696,78451,PROD2095,2,79.12
697,89583,PROD2136,1,81.97
698,127771,PROD2849,2,175.56
699,45572,PROD2501,4,393.08
700,73609,PROD2061,1,16.54
701,77170,PROD2379,2,48.78
702,55810,PROD2961,1,21.55
703,32355,PROD2445,2,99.06
704,118737,PROD2490,2,50.16
705,52970,PROD2992,3,46.05
706,126727,PROD2807,5,87.15
707,70346,PROD2620,5,295.35
708,66897,PROD2930,2,120.08
709,52930,PROD2716,2,88.34
710,31464,PROD2314,5,197.5
711,36802,PROD2114,4,248
712,99334,PROD2826,3,9.06
713,93242,PROD2748,4,344.96
714,42976,PROD2355,4,182.08
715,38357,PROD2116,1,53.14
716,71403,PROD2913,1,73.09
717,34155,PROD2030,4,33.32
718,102326,PROD2006,1,54.19
719,58563,PROD2789,4,237.52
720,87465,PROD2565,3,31.38
721,123891,PROD2910,5,226.75
722,96238,PROD2538,2,70.02
723,62801,PROD2621,1,81.95
724,124948,PROD2912,5,495.8
725,46604,PROD2327,5,358.4
726,80398,PROD2692,5,36.6
727,38651,PROD2206,4,36.32
728,75067,PROD2966,4,52.32
729,88161,PROD2772,5,379.7
730,53869,PROD2467,2,141.48
731,49266,PROD2700,3,125.94
732,68590,PROD2185,1,44.12
733,115857,PROD2879,3,46.95
734,93382,PROD2800,4,139.4
735,62241,PROD2069,5,64.05
736,98345,PROD2493,2,72.62
737,65413,PROD2941,2,32.5
738,68806,PROD2109,5,330.15
739,112677,PROD2245,2,26.08
740,85030,PROD2904,2,45.9
741,79452,PROD2581,4,223.72
742,116091,PROD2959,4,373.56
743,71864,PROD2482,1,30.16
744,35998,PROD2987,3,40.26
745,54890,PROD2710,3,138.78
746,102353,PROD2254,3,95.91
747,81306,PROD2383,4,70.84
748,119235,PROD2834,4,33.48
749,79236,PROD2142,1,36.07
750,103260,PROD2919,2,101.06
751,111591,PROD2227,3,215.61
752,57664,PROD2662,5,97.9
753,63056,PROD2988,2,102.42
754,93760,PROD2819,2,99.9
755,70185,PROD2492,2,162.5
756,32302,PROD2197,2,12.46
757,117495,PROD2307,5,149.05
758,66675,PROD2056,1,64.88
759,113914,PROD2905,1,51.57
760,94368,PROD2577,1,44.84
761,71829,PROD2747,1,64.85
762,102891,PROD2946,2,76
763,63258,PROD2696,4,119.28
764,60573,PROD2494,3,29.52
765,57752,PROD2744,2,66.08
766,70988,PROD2851,4,320.12
767,44253,PROD2369,2,166.8
768,68476,PROD2658,2,154.74
769,120290,PROD2202,1,14.16
770,117730,PROD2007,5,158.25
771,120842,PROD2573,5,200.9
772,83215,PROD2192,5,477.35
773,90106,PROD2141,3,192.87
774,69640,PROD2601,2,9.18
775,46676,PROD2650,3,223.38
776,73368,PROD2663,3,116.49
777,58328,PROD2962,4,48.56
778,80285,PROD2011,3,266.22
779,35141,PROD2686,2,116.32
780,76686,PROD2546,5,259.55
781,49384,PROD2808,3,44.04
782,57748,PROD2832,2,187.98
783,101768,PROD2885,5,266.65
784,110502,PROD2127,5,409.4
785,68377,PROD2945,2,101.4
786,57193,PROD2107,4,272.88
787,32761,PROD2630,3,112.02
788,119029,PROD2807,4,69.72
789,117955,PROD2677,2,45.68
790,76524,PROD2249,3,96.66
791,124379,PROD2298,4,305.6
792,46817,PROD2966,1,13.08
793,110170,PROD2516,1,28.8
794,64917,PROD2222,4,224.32
795,39509,PROD2747,1,64.85
796,89671,PROD2909,4,113.36
797,115002,PROD2766,1,87.4
798,54037,PROD2536,5,56.6
799,30556,PROD2003,5,10.4
800,115034,PROD2634,5,235.45
801,50241,PROD2278,4,32.12
802,80096,PROD2181,2,13.92
803,57998,PROD2287,2,57.22
804,97876,PROD2987,1,13.42
805,81876,PROD2090,3,192.03
806,77391,PROD2204,5,302.25
807,79824,PROD2450,1,82.71
808,129878,PROD2430,2,4.46
809,71527,PROD2055,4,43.28
810,40878,PROD2543,5,446.2
811,53170,PROD2997,5,374.55
812,67644,PROD2311,4,203.72
813,32911,PROD2937,5,188.65
814,61649,PROD2806,2,179.32
815,48032,PROD2054,4,280.92
816,65354,PROD2318,2,133.54
817,82624,PROD2742,3,247.74
818,47100,PROD2523,3,249.15
819,79761,PROD2185,4,176.48
820,51145,PROD2082,3,62.94
821,124346,PROD2426,1,39.2
822,34353,PROD2910,3,136.05
