InventoryID,ProductID,StoreID,Quantity,RestockDate
437,PROD2437,STORE01,53,2023-11-19
438,PROD2438,STORE01,44,2024-05-18
439,PROD2439,STORE01,94,2023-08-01
440,PROD2440,STORE01,40,2023-11-15
441,PROD2441,STORE01,18,2023-08-07
442,PROD2442,STORE01,40,2024-01-16
443,PROD2443,STORE01,14,2024-05-11
444,PROD2444,STORE01,39,2023-09-21
445,PROD2445,STORE01,62,2024-01-13
446,PROD2446,STORE01,7,2024-01-03
447,PROD2447,STORE01,37,2023-08-16
448,PROD2448,STORE01,69,2024-06-13
449,PROD2449,STORE01,30,2023-07-16
450,PROD2450,STORE01,4,2024-04-28
451,PROD2451,STORE01,91,2023-10-19
452,PROD2452,STORE01,15,2024-01-17
453,PROD2453,STORE01,4,2023-05-06
454,PROD2454,STORE01,83,2023-11-29
455,PROD2455,STORE01,19,2024-02-02
456,PROD2456,STORE01,34,2023-01-09
457,PROD2457,STORE01,62,2023-06-22
458,PROD2458,STORE01,7,2023-08-04
459,PROD2459,STORE01,68,2023-12-24
460,PROD2460,STORE01,42,2023-04-06
461,PROD2461,STORE01,40,2023-01-25
462,PROD2462,STORE01,56,2024-05-27
463,PROD2463,STORE01,75,2023-10-01
464,PROD2464,STORE01,23,2023-04-29
465,PROD2465,STORE01,39,2023-04-10
466,PROD2466,STORE01,12,2023-09-01
467,PROD2467,STORE01,86,2023-06-25
468,PROD2468,STORE01,18,2024-02-28
469,PROD2469,STORE01,82,2023-05-21
470,PROD2470,STORE01,63,2023-07-06
471,PROD2471,STORE01,8,2023-12-22
472,PROD2472,STORE01,2,2023-05-16
473,PROD2473,STORE01,24,2023-04-21
474,PROD2474,STORE01,89,2023-05-18
475,PROD2475,STORE01,61,2024-04-13
476,PROD2476,STORE01,1,2023-11-07
477,PROD2477,STORE01,26,2023-12-03
478,PROD2478,STORE01,97,2023-03-06
479,PROD2479,STORE01,75,2024-03-07
480,PROD2480,STORE01,17,2023-08-24
481,PROD2481,STORE01,94,2023-12-18
482,PROD2482,STORE01,71,2023-11-18
483,PROD2483,STORE01,65,2024-04-27
484,PROD2484,STORE01,22,2023-01-05
485,PROD2485,STORE01,89,2023-08-25
486,PROD2486,STORE01,17,2023-01-16
487,PROD2487,STORE01,65,2023-03-12
488,PROD2488,STORE01,54,2023-06-17
489,PROD2489,STORE01,20,2023-08-12
490,PROD2490,STORE01,13,2024-03-22
491,PROD2491,STORE01,73,2023-08-01
492,PROD2492,STORE01,6,2024-04-23
493,PROD2493,STORE01,24,2023-09-29
494,PROD2494,STORE01,2,2024-03-20
495,PROD2495,STORE01,97,2023-02-24
496,PROD2496,STORE01,54,2024-06-15
497,PROD2497,STORE01,66,2023-07-11
498,PROD2498,STORE01,71,2024-06-24
499,PROD2499,STORE01,10,2024-06-16
500,PROD2500,STORE01,55,2023-03-22
501,PROD2501,STORE01,87,2023-01-20
502,PROD2502,STORE01,93,2023-11-29
503,PROD2503,STORE01,32,2023-08-28
504,PROD2504,STORE01,100,2023-07-03
505,PROD2505,STORE01,11,2023-12-31
506,PROD2506,STORE01,75,2024-01-26
507,PROD2507,STORE01,43,2024-03-15
508,PROD2508,STORE01,42,2023-07-04
509,PROD2509,STORE01,52,2024-03-30
510,PROD2510,STORE01,91,2023-01-31
511,PROD2511,STORE01,17,2023-12-04
512,PROD2512,STORE01,55,2023-08-23
513,PROD2513,STORE01,69,2023-11-02
514,PROD2514,STORE01,61,2024-06-13
515,PROD2515,STORE01,21,2023-11-15
516,PROD2516,STORE01,85,2024-03-14
517,PROD2517,STORE01,1,2023-05-18
518,PROD2518,STORE01,52,2023-10-01
519,PROD2519,STORE01,43,2023-11-08
520,PROD2520,STORE01,17,2023-08-23
521,PROD2521,STORE01,3,2024-06-06
522,PROD2522,STORE01,58,2023-11-02
523,PROD2523,STORE01,20,2023-05-14
524,PROD2524,STORE01,46,2023-05-03
525,PROD2525,STORE01,77,2023-03-23
526,PROD2526,STORE01,43,2024-03-19
527,PROD2527,STORE01,86,2023-11-02
528,PROD2528,STORE01,97,2024-01-26
529,PROD2529,STORE01,69,2023-08-02
530,PROD2530,STORE01,59,2023-04-03
531,PROD2531,STORE01,83,2024-03-15
532,PROD2532,STORE01,9,2023-04-08
533,PROD2533,STORE01,8,2023-10-05
534,PROD2534,STORE01,71,2024-03-24
535,PROD2535,STORE01,13,2023-12-03
536,PROD2536,STORE01,41,2023-06-19
537,PROD2537,STORE01,79,2023-03-07
538,PROD2538,STORE01,6,2023-02-28
539,PROD2539,STORE01,62,2023-05-05
540,PROD2540,STORE01,59,2023-07-28
541,PROD2541,STORE01,4,2023-12-05
542,PROD2542,STORE01,64,2024-06-21
543,PROD2543,STORE01,87,2023-07-22
544,PROD2544,STORE01,83,2024-04-10
545,PROD2545,STORE01,41,2024-05-06
546,PROD2546,STORE01,54,2023-08-22
547,PROD2547,STORE01,37,2024-01-28
548,PROD2548,STORE01,24,2024-04-01
549,PROD2549,STORE01,91,2024-01-13
550,PROD2550,STORE01,81,2023-01-26
551,PROD2551,STORE01,56,2024-03-15
552,PROD2552,STORE01,51,2023-12-08
553,PROD2553,STORE01,36,2024-06-14
554,PROD2554,STORE01,11,2023-01-05
555,PROD2555,STORE01,70,2023-04-18
556,PROD2556,STORE01,36,2024-02-20
557,PROD2557,STORE01,22,2024-05-28
558,PROD2558,STORE01,2,2024-06-15
559,PROD2559,STORE01,38,2023-02-27
560,PROD2560,STORE01,62,2023-03-25
561,PROD2561,STORE01,95,2024-04-25
562,PROD2562,STORE01,53,2023-12-15
563,PROD2563,STORE01,21,2023-01-03
564,PROD2564,STORE01,34,2023-02-01
565,PROD2565,STORE01,40,2023-08-07
566,PROD2566,STORE01,75,2024-05-10
567,PROD2567,STORE01,90,2023-04-12
568,PROD2568,STORE01,63,2023-08-22
569,PROD2569,STORE01,70,2024-03-25
570,PROD2570,STORE01,13,2023-09-10
571,PROD2571,STORE01,18,2023-02-05
572,PROD2572,STORE01,41,2023-09-24
573,PROD2573,STORE01,18,2023-09-07
574,PROD2574,STORE01,7,2023-06-27
575,PROD2575,STORE01,25,2023-06-04
576,PROD2576,STORE01,37,2024-04-08
577,PROD2577,STORE01,41,2024-02-27
578,PROD2578,STORE01,99,2024-03-13
579,PROD2579,STORE01,83,2024-04-26
580,PROD2580,STORE01,25,2024-06-02
581,PROD2581,STORE01,43,2023-12-29
582,PROD2582,STORE01,67,2023-07-10
583,PROD2583,STORE01,66,2023-05-04
584,PROD2584,STORE01,91,2023-06-23
585,PROD2585,STORE01,31,2024-04-14
586,PROD2586,STORE01,9,2024-06-10
587,PROD2587,STORE01,27,2023-11-21
588,PROD2588,STORE01,29,2023-06-26
589,PROD2589,STORE01,95,2023-06-03
590,PROD2590,STORE01,97,2023-04-15
591,PROD2591,STORE01,64,2023-08-15
592,PROD2592,STORE01,43,2023-08-15
593,PROD2593,STORE01,42,2023-12-10
594,PROD2594,STORE01,7,2024-01-04
595,PROD2595,STORE01,34,2023-03-22
596,PROD2596,STORE01,73,2023-04-30
597,PROD2597,STORE01,84,2023-03-29
598,PROD2598,STORE01,7,2024-02-25
599,PROD2599,STORE01,80,2023-05-08
600,PROD2600,STORE01,77,2024-05-07
601,PROD2601,STORE01,33,2024-03-25
602,PROD2602,STORE01,97,2024-01-22
603,PROD2603,STORE01,76,2023-06-17
604,PROD2604,STORE01,13,2023-04-19
605,PROD2605,STORE01,72,2023-07-12
606,PROD2606,STORE01,45,2023-05-07
607,PROD2607,STORE01,14,2023-11-24
608,PROD2608,STORE01,24,2023-11-06
609,PROD2609,STORE01,16,2024-02-20
610,PROD2610,STORE01,85,2023-03-10
611,PROD2611,STORE01,53,2024-05-14
612,PROD2612,STORE01,14,2024-05-06
613,PROD2613,STORE01,89,2023-03-15
614,PROD2614,STORE01,73,2024-04-25
615,PROD2615,STORE01,2,2023-09-03
616,PROD2616,STORE01,48,2023-12-28
617,PROD2617,STORE01,34,2024-01-31
618,PROD2618,STORE01,42,2023-05-30
619,PROD2619,STORE01,60,2023-12-28
620,PROD2620,STORE01,14,2023-02-07
621,PROD2621,STORE01,45,2024-06-16
622,PROD2622,STORE01,62,2023-07-10
623,PROD2623,STORE01,86,2024-05-15
624,PROD2624,STORE01,90,2023-08-09
625,PROD2625,STORE01,16,2023-01-20
626,PROD2626,STORE01,19,2023-12-28
627,PROD2627,STORE01,51,2024-05-05
628,PROD2628,STORE01,1,2023-01-17
629,PROD2629,STORE01,98,2023-10-11
630,PROD2630,STORE01,93,2023-04-27
631,PROD2631,STORE01,30,2024-04-19
632,PROD2632,STORE01,40,2024-04-15
633,PROD2633,STORE01,6,2023-11-11
